"COD_ORGANICO";"ORGANICO";"COD_FUNCIONAL";"FUNCIONAL";"COD_ECONOMICO";"ECONOMICO";"COD_CAPITULO";"CAPITULO";"COD_ARTICULO";"ARTICULO";"COD_CONCEPTO";"CONCEPTO";"COD_PARTIDA";"PARTIDA";"CREDITO_PRESUPUESTARIO"
"A33";"TESORERIA GENERAL";"01100";"Deuda pública";"91106";"Amortización préstamos La Caixa.";"9";"PASIVOS FINANCIEROS.";"91";"Amortización de préstamos y de operaciones en euro";"911";"Amortización préstamos L/P entes sector público";"A33/01100/91106";"Amortización préstamos CaixaBank S.A. (La Caixa). Deuda pública";929200
"A33";"TESORERIA GENERAL";"01100";"Deuda pública";"91107";"Bankia SA (Caja Madrid)";"9";"PASIVOS FINANCIEROS.";"91";"Amortización de préstamos y de operaciones en euro";"911";"Amortización préstamos L/P entes sector público";"A33/01100/91107";"Amortización préstamos Bankia SA (Caja Madrid). Deuda pública";1080000
"A33";"TESORERIA GENERAL";"01100";"Deuda pública";"91108";"Caja España de Inversiones, Salamanca y Soria (Caja Duero)";"9";"PASIVOS FINANCIEROS.";"91";"Amortización de préstamos y de operaciones en euro";"911";"Amortización préstamos L/P entes sector público";"A33/01100/91108";"Amortización préstamos Caja España de Inversiones, Salamanca y Soria (Caja Duero). Deuda pública";615300
"A33";"TESORERIA GENERAL";"01100";"Deuda pública";"91301";"Amortización préstamos Banco Bilbao Vizcaya.";"9";"PASIVOS FINANCIEROS.";"91";"Amortización de préstamos y de operaciones en euro";"913";"Amortización préstamos L/P entes fuera sector públ";"A33/01100/91301";"Amortización préstamos Banco Bilbao Vizcaya Argentaria S.A. Deuda pública";5372100
"A33";"TESORERIA GENERAL";"01100";"Deuda pública";"91307";"Amortización préstamo Deixa Sabadell";"9";"PASIVOS FINANCIEROS.";"91";"Amortización de préstamos y de operaciones en euro";"913";"Amortización préstamos L/P entes fuera sector públ";"A33/01100/91307";"Amortización préstamo Deixa Sabadell S.A. Deuda pública";1020000
"A33";"TESORERIA GENERAL";"01100";"Deuda pública";"91400";"Amortización  nuevos préstamos a formalizar (2009)";"9";"PASIVOS FINANCIEROS.";"91";"Amortización de préstamos y de operaciones en euro";"914";"Amortización nuevos préstamos a formalizar.";"A33/01100/91400";"Amortización  nuevos préstamos a formalizar (2012). Deuda pública";150000
"A33";"TESORERIA GENERAL";"93200";"Administración e Inspección de Tributos";"12000";"Retribuciones básicas funcionarios";"1";"GASTOS DE PERSONAL.";"12";"Personal Funcionario.";"120";"Retribuciones básicas.";"A33/93200/12000";"Retribuciones básicas funcionarios. Administración e Inspección de Tributos";251000
"A33";"TESORERIA GENERAL";"93200";"Administración e Inspección de Tributos";"12100";"Complemento de destino.";"1";"GASTOS DE PERSONAL.";"12";"Personal Funcionario.";"121";"Retribuciones complementarias.";"A33/93200/12100";"Complemento de destino. Administración e Inspección de Tributos";112000
"A33";"TESORERIA GENERAL";"93200";"Administración e Inspección de Tributos";"12101";"Complemento específico.";"1";"GASTOS DE PERSONAL.";"12";"Personal Funcionario.";"121";"Retribuciones complementarias.";"A33/93200/12101";"Complemento específico. Administración e Inspección de Tributos";229000
"A33";"TESORERIA GENERAL";"93200";"Administración e Inspección de Tributos";"12103";"Otros complementos.";"1";"GASTOS DE PERSONAL.";"12";"Personal Funcionario.";"121";"Retribuciones complementarias.";"A33/93200/12103";"Otros complementos. Administración e Inspección de Tributos";1000
"A33";"TESORERIA GENERAL";"93200";"Administración e Inspección de Tributos";"16000";"Seguridad Social.";"1";"GASTOS DE PERSONAL.";"16";"Cuotas, prestaciones y gastos sociales a cargo del";"160";"Cuotas sociales.";"A33/93200/16000";"Seguridad Social. Administración e Inspección de Tributos";181000
"A33";"TESORERIA GENERAL";"93200";"Administración e Inspección de Tributos";"22000";"Ordinario no inventariable.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"220";"Material de oficina.";"A33/93200/22000";"Ordinario no inventariable. Administración e Inspección de Tributos";6500
"A33";"TESORERIA GENERAL";"93200";"Administración e Inspección de Tributos";"22708";"Servicios de recaudación a favor de la entidad.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"227";"Trabajos realizados por otras empresas y profesion";"A33/93200/22708";"Servicios de recaudación a favor de la entidad. Administración e Inspección de Tributos";2522000
"A33";"TESORERIA GENERAL";"93400";"Tesorería";"10100";"Retribuciones básicas.";"1";"GASTOS DE PERSONAL.";"10";"Órganos de gobierno y personal directivo.";"101";"Retrib. básicas y otras remunerac. personal direct";"A33/93400/10100";"Retribuciones básicas. Tesorería";20000
"A33";"TESORERIA GENERAL";"93400";"Tesorería";"10101";"Otras remuneraciones.";"1";"GASTOS DE PERSONAL.";"10";"Órganos de gobierno y personal directivo.";"101";"Retrib. básicas y otras remunerac. personal direct";"A33/93400/10101";"Otras remuneraciones. Tesorería";49000
"A33";"TESORERIA GENERAL";"93400";"Tesorería";"12000";"Retribuciones básicas funcionarios";"1";"GASTOS DE PERSONAL.";"12";"Personal Funcionario.";"120";"Retribuciones básicas.";"A33/93400/12000";"Retribuciones básicas funcionarios. Tesorería";178000
"A33";"TESORERIA GENERAL";"93400";"Tesorería";"12100";"Complemento de destino.";"1";"GASTOS DE PERSONAL.";"12";"Personal Funcionario.";"121";"Retribuciones complementarias.";"A33/93400/12100";"Complemento de destino. Tesorería";82000
"A33";"TESORERIA GENERAL";"93400";"Tesorería";"12101";"Complemento específico.";"1";"GASTOS DE PERSONAL.";"12";"Personal Funcionario.";"121";"Retribuciones complementarias.";"A33/93400/12101";"Complemento específico. Tesorería";185000
"A33";"TESORERIA GENERAL";"93400";"Tesorería";"12103";"Otros complementos.";"1";"GASTOS DE PERSONAL.";"12";"Personal Funcionario.";"121";"Retribuciones complementarias.";"A33/93400/12103";"Otros complementos. Tesorería";1000
"A33";"TESORERIA GENERAL";"93400";"Tesorería";"16000";"Seguridad Social.";"1";"GASTOS DE PERSONAL.";"16";"Cuotas, prestaciones y gastos sociales a cargo del";"160";"Cuotas sociales.";"A33/93400/16000";"Seguridad Social. Tesorería";158000
"A33";"TESORERIA GENERAL";"93400";"Tesorería";"22000";"Ordinario no inventariable.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"220";"Material de oficina.";"A33/93400/22000";"Ordinario no inventariable. Tesorería";1500
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"15100";"Gestión Urbanística";"12000";"Retribuciones básicas funcionarios";"1";"GASTOS DE PERSONAL.";"12";"Personal Funcionario.";"120";"Retribuciones básicas.";"B41/15100/12000";"Retribuciones básicas funcionarios.  Gestión Urbanística";735000
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"15100";"Gestión Urbanística";"12100";"Complemento de destino.";"1";"GASTOS DE PERSONAL.";"12";"Personal Funcionario.";"121";"Retribuciones complementarias.";"B41/15100/12100";"Complemento de destino. Gestión Urbanística";350000
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"15100";"Gestión Urbanística";"12101";"Complemento específico.";"1";"GASTOS DE PERSONAL.";"12";"Personal Funcionario.";"121";"Retribuciones complementarias.";"B41/15100/12101";"Complemento específico.  Gestión Urbanística";728000
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"15100";"Gestión Urbanística";"12103";"Otros complementos.";"1";"GASTOS DE PERSONAL.";"12";"Personal Funcionario.";"121";"Retribuciones complementarias.";"B41/15100/12103";"Otros complementos.  Gestión Urbanística";1000
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"15100";"Gestión Urbanística";"13100";"Retribuciones básicas y otras remuneraciones";"1";"GASTOS DE PERSONAL.";"13";"Personal Laboral.";"131";"Laboral temporal.";"B41/15100/13100";"Retribuciones básicas y otras remuneraciones. Gestión Urbanística";20000
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"15100";"Gestión Urbanística";"16000";"Seguridad Social.";"1";"GASTOS DE PERSONAL.";"16";"Cuotas, prestaciones y gastos sociales a cargo del";"160";"Cuotas sociales.";"B41/15100/16000";"Seguridad Social.  Gestión Urbanística";543000
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"15100";"Gestión Urbanística";"20400";"Material de transporte";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"20";"Arrendamientos y cánones.";"204";"Material de transporte.";"B41/15100/20400";"Material de transporte. Gestión Urbanística";20200
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"15100";"Gestión Urbanística";"22000";"Ordinario no inventariable.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"220";"Material de oficina.";"B41/15100/22000";"Ordinario no inventariable.  Gestión Urbanística";13600
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"15100";"Gestión Urbanística";"22104";"Vestuario.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"221";"Suministros.";"B41/15100/22104";"Vestuario. Gestión Urbanística";1700
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"15100";"Gestión Urbanística";"22608";"Material técnico y especial";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"226";"Gastos diversos.";"B41/15100/22608";"Material técnico y especial.  Gestión Urbanística";2500
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"15100";"Gestión Urbanística";"22612";"Obras a cargo de terceros";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"226";"Gastos diversos.";"B41/15100/22612";"Obras a cargo de terceros. Gestión Urbanística";36850
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"15100";"Gestión Urbanística";"22699";"Otros gastos diversos.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"226";"Gastos diversos.";"B41/15100/22699";"Otros gastos diversos.  Gestión Urbanística";1800
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"15100";"Gestión Urbanística";"22706";"Estudios y trabajos técnicos.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"227";"Trabajos realizados por otras empresas y profesion";"B41/15100/22706";"Estudios y trabajos técnicos.  Gestión Urbanística";237700
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"15100";"Gestión Urbanística";"60001";"Compras de terrenos.";"6";"INVERSIONES REALES.";"60";"Inversión nueva en infraestructuras y bienes desti";"600";"Inversiones en terrenos.";"B41/15100/60001";"Compras de terrenos.  Gestión Urbanística";100
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"15100";"Gestión Urbanística";"60002";"Expropiaciones de terrenos.";"6";"INVERSIONES REALES.";"60";"Inversión nueva en infraestructuras y bienes desti";"600";"Inversiones en terrenos.";"B41/15100/60002";"Expropiaciones de terrenos.  Gestión Urbanística";100
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"15100";"Gestión Urbanística";"64000";"Estudios y trabajos técnicos.";"6";"INVERSIONES REALES.";"64";"Gastos en inversiones de carácter inmaterial.";"640";"Gastos en inversiones de carácter inmaterial.";"B41/15100/64000";"Estudios y trabajos técnicos.  Gestión Urbanística";30200
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"15100";"Gestión Urbanística";"78009";"Rehabilitación fachadas, Plan Muro y accesibilidad";"7";"TRANSFERENCIAS DE CAPITAL.";"78";"A familias e instituciones sin fines de lucro.";"780";"A familias e instituciones sin fines de lucro.";"B41/15100/78009";"Rehabilitación fachadas, Plan Muro y accesibilidad. Gestión Urbanística";7800000
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"15200";"Vivienda";"44908";"Empresa Municipal de la Vivienda";"4";"TRANSFERENCIAS CORRIENTES.";"44";"A entes públicos y sociedades mercantiles de la En";"449";"Otras subvenciones a entes públicos y sociedades m";"B41/15200/44908";"Empresa Municipal de la Vivienda. Vivienda";974800
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"15200";"Vivienda";"44921";"Empresa Mpal de la vivienda. Ayudas alquiler.";"4";"TRANSFERENCIAS CORRIENTES.";"44";"A entes públicos y sociedades mercantiles de la En";"449";"Otras subvenciones a entes públicos y sociedades m";"B41/15200/44921";"Empresa Mpal de la vivienda. Ayudas alquiler. Vivienda";3812500
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"15200";"Vivienda";"74008";"Empresa Municipal de la Vivienda.";"7";"TRANSFERENCIAS DE CAPITAL.";"74";"A entes públicos y sociedades mercantiles de la En";"740";"A entes públicos y sociedades mercantiles de la En";"B41/15200/74008";"Empresa Municipal de la Vivienda. Vivienda";274900
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"15500";"Vías públicas urbanas";"12000";"Retribuciones básicas funcionarios";"1";"GASTOS DE PERSONAL.";"12";"Personal Funcionario.";"120";"Retribuciones básicas.";"B41/15500/12000";"Retribuciones básicas funcionarios. Vías públicas urbanas";201000
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"15500";"Vías públicas urbanas";"12100";"Complemento de destino.";"1";"GASTOS DE PERSONAL.";"12";"Personal Funcionario.";"121";"Retribuciones complementarias.";"B41/15500/12100";"Complemento de destino. Vías públicas urbanas";91000
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"15500";"Vías públicas urbanas";"12101";"Complemento específico.";"1";"GASTOS DE PERSONAL.";"12";"Personal Funcionario.";"121";"Retribuciones complementarias.";"B41/15500/12101";"Complemento específico. Vías públicas urbanas";187000
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"15500";"Vías públicas urbanas";"12103";"Otros complementos.";"1";"GASTOS DE PERSONAL.";"12";"Personal Funcionario.";"121";"Retribuciones complementarias.";"B41/15500/12103";"Otros complementos. Vías públicas urbanas";1000
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"15500";"Vías públicas urbanas";"13000";"Retribuciones básicas.";"1";"GASTOS DE PERSONAL.";"13";"Personal Laboral.";"130";"Laboral Fijo.";"B41/15500/13000";"Retribuciones básicas. Vías públicas urbanas";31000
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"15500";"Vías públicas urbanas";"13002";"Otras remuneraciones.";"1";"GASTOS DE PERSONAL.";"13";"Personal Laboral.";"130";"Laboral Fijo.";"B41/15500/13002";"Otras remuneraciones. Vías públicas urbanas";47000
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"15500";"Vías públicas urbanas";"16000";"Seguridad Social.";"1";"GASTOS DE PERSONAL.";"16";"Cuotas, prestaciones y gastos sociales a cargo del";"160";"Cuotas sociales.";"B41/15500/16000";"Seguridad Social. Vías públicas urbanas";180000
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"15500";"Vías públicas urbanas";"20400";"Material de transporte";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"20";"Arrendamientos y cánones.";"204";"Material de transporte.";"B41/15500/20400";"Material de transporte. Vías públicas urbanas";23400
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"15500";"Vías públicas urbanas";"22000";"Ordinario no inventariable.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"220";"Material de oficina.";"B41/15500/22000";"Ordinario no inventariable. Vías públicas urbanas";1200
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"15500";"Vías públicas urbanas";"22101";"Agua.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"221";"Suministros.";"B41/15500/22101";"Agua. Vías públicas urbanas";8000
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"15500";"Vías públicas urbanas";"22103";"Combustibles y carburantes.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"221";"Suministros.";"B41/15500/22103";"Combustibles y carburantes. Vías públicas urbanas";1200
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"15500";"Vías públicas urbanas";"22104";"Vestuario.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"221";"Suministros.";"B41/15500/22104";"Vestuario. Vías públicas urbanas";650
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"15500";"Vías públicas urbanas";"22199";"Otros suministros.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"221";"Suministros.";"B41/15500/22199";"Otros suministros. Vías públicas urbanas";100
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"15500";"Vías públicas urbanas";"22400";"Primas de seguros.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"224";"Primas de seguros.";"B41/15500/22400";"Primas de seguros. Vías públicas urbanas";26300
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"15500";"Vías públicas urbanas";"22608";"Material técnico y especial";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"226";"Gastos diversos.";"B41/15500/22608";"Material técnico y especial. Vías públicas urbanas";200
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"15500";"Vías públicas urbanas";"22699";"Otros gastos diversos.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"226";"Gastos diversos.";"B41/15500/22699";"Otros gastos diversos. Vías públicas urbanas";1000
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"15500";"Vías públicas urbanas";"60901";"Proyectos de urbanización.";"6";"INVERSIONES REALES.";"60";"Inversión nueva en infraestructuras y bienes desti";"609";"Otras inversiones nuevas en infraestructuras y bie";"B41/15500/60901";"Proyectos de urbanización. Vías públicas urbanas";6200
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"15500";"Vías públicas urbanas";"64000";"Estudios y trabajos técnicos.";"6";"INVERSIONES REALES.";"64";"Gastos en inversiones de carácter inmaterial.";"640";"Gastos en inversiones de carácter inmaterial.";"B41/15500/64000";"Estudios y trabajos técnicos. Vías públicas urbanas";100
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"92014";"Integración Corporativa";"12000";"Retribuciones básicas funcionarios";"1";"GASTOS DE PERSONAL.";"12";"Personal Funcionario.";"120";"Retribuciones básicas.";"B41/92014/12000";"Retribuciones básicas funcionarios. Integración Corporativa";78000
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"92014";"Integración Corporativa";"12100";"Complemento de destino.";"1";"GASTOS DE PERSONAL.";"12";"Personal Funcionario.";"121";"Retribuciones complementarias.";"B41/92014/12100";"Complemento de destino. Integración Corporativa";34000
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"92014";"Integración Corporativa";"12101";"Complemento específico.";"1";"GASTOS DE PERSONAL.";"12";"Personal Funcionario.";"121";"Retribuciones complementarias.";"B41/92014/12101";"Complemento específico. Integración Corporativa";72000
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"92014";"Integración Corporativa";"12103";"Otros complementos.";"1";"GASTOS DE PERSONAL.";"12";"Personal Funcionario.";"121";"Retribuciones complementarias.";"B41/92014/12103";"Otros complementos. Integración Corporativa";1000
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"92014";"Integración Corporativa";"16000";"Seguridad Social.";"1";"GASTOS DE PERSONAL.";"16";"Cuotas, prestaciones y gastos sociales a cargo del";"160";"Cuotas sociales.";"B41/92014/16000";"Seguridad Social. Integración Corporativa";59000
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"92014";"Integración Corporativa";"22000";"Ordinario no inventariable.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"220";"Material de oficina.";"B41/92014/22000";"Ordinario no inventariable. Integración Corporativa";500
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"92014";"Integración Corporativa";"22706";"Estudios y trabajos técnicos.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"227";"Trabajos realizados por otras empresas y profesion";"B41/92014/22706";"Estudios y trabajos técnicos. Integración Corporativa";37600
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"92015";"Edificios Servicios Generales";"12000";"Retribuciones básicas funcionarios";"1";"GASTOS DE PERSONAL.";"12";"Personal Funcionario.";"120";"Retribuciones básicas.";"B41/92015/12000";"Retribuciones básicas funcionarios. Edificios Servicios Generales";306000
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"92015";"Edificios Servicios Generales";"12100";"Complemento de destino.";"1";"GASTOS DE PERSONAL.";"12";"Personal Funcionario.";"121";"Retribuciones complementarias.";"B41/92015/12100";"Complemento de destino. Edificios Servicios Generales";137000
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"92015";"Edificios Servicios Generales";"12101";"Complemento específico.";"1";"GASTOS DE PERSONAL.";"12";"Personal Funcionario.";"121";"Retribuciones complementarias.";"B41/92015/12101";"Complemento específico. Edificios Servicios Generales";276000
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"92015";"Edificios Servicios Generales";"12103";"Otros complementos.";"1";"GASTOS DE PERSONAL.";"12";"Personal Funcionario.";"121";"Retribuciones complementarias.";"B41/92015/12103";"Otros complementos. Edificios Servicios Generales";1000
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"92015";"Edificios Servicios Generales";"13000";"Retribuciones básicas.";"1";"GASTOS DE PERSONAL.";"13";"Personal Laboral.";"130";"Laboral Fijo.";"B41/92015/13000";"Retribuciones básicas. Edificios Servicios Generales";40000
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"92015";"Edificios Servicios Generales";"13002";"Otras remuneraciones.";"1";"GASTOS DE PERSONAL.";"13";"Personal Laboral.";"130";"Laboral Fijo.";"B41/92015/13002";"Otras remuneraciones. Edificios Servicios Generales";51000
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"92015";"Edificios Servicios Generales";"16000";"Seguridad Social.";"1";"GASTOS DE PERSONAL.";"16";"Cuotas, prestaciones y gastos sociales a cargo del";"160";"Cuotas sociales.";"B41/92015/16000";"Seguridad Social. Edificios Servicios Generales";271000
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"92015";"Edificios Servicios Generales";"21001";"Vías públicas urbanas.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"21";"Reparaciones, mantenimiento y conservación.";"210";"Infraestructura y bienes naturales.";"B41/92015/21001";"Vías públicas urbanas. Edificios Servicios Generales";20000
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"92015";"Edificios Servicios Generales";"22115";"Mobiliario y enseres no inventariables.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"221";"Suministros.";"B41/92015/22115";"Mobiliario y enseres no inventariables. Edificios Servicios Generales";2100
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"92015";"Edificios Servicios Generales";"62500";"Mobiliario.";"6";"INVERSIONES REALES.";"62";"Inversión nueva asociada al funcionamiento operati";"625";"Mobiliario.";"B41/92015/62500";"Mobiliario. Edificios Servicios Generales";95100
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"92015";"Edificios Servicios Generales";"63200";"Edificios y otras construcciones.";"6";"INVERSIONES REALES.";"63";"Inversión de reposición asociada al funcionamiento";"632";"Edificios y otras construcciones.";"B41/92015/63200";"Edificios y otras construcciones. Edificios Servicios Generales";1385500
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"93300";"Patrimonio";"12000";"Retribuciones básicas funcionarios";"1";"GASTOS DE PERSONAL.";"12";"Personal Funcionario.";"120";"Retribuciones básicas.";"B41/93300/12000";"Retribuciones básicas funcionarios. Patrimonio";191000
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"93300";"Patrimonio";"12100";"Complemento de destino.";"1";"GASTOS DE PERSONAL.";"12";"Personal Funcionario.";"121";"Retribuciones complementarias.";"B41/93300/12100";"Complemento de destino. Patrimonio";91000
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"93300";"Patrimonio";"12101";"Complemento específico.";"1";"GASTOS DE PERSONAL.";"12";"Personal Funcionario.";"121";"Retribuciones complementarias.";"B41/93300/12101";"Complemento específico. Patrimonio";192000
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"93300";"Patrimonio";"12103";"Otros complementos.";"1";"GASTOS DE PERSONAL.";"12";"Personal Funcionario.";"121";"Retribuciones complementarias.";"B41/93300/12103";"Otros complementos. Patrimonio";1000
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"93300";"Patrimonio";"16000";"Seguridad Social.";"1";"GASTOS DE PERSONAL.";"16";"Cuotas, prestaciones y gastos sociales a cargo del";"160";"Cuotas sociales.";"B41/93300/16000";"Seguridad Social. Patrimonio";155000
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"93300";"Patrimonio";"20900";"Cánones.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"20";"Arrendamientos y cánones.";"209";"Cánones.";"B41/93300/20900";"Cánones. Patrimonio";18640
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"93300";"Patrimonio";"22000";"Ordinario no inventariable.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"220";"Material de oficina.";"B41/93300/22000";"Ordinario no inventariable. Patrimonio";3150
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"93300";"Patrimonio";"22604";"Jurídicos, contenciosos.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"226";"Gastos diversos.";"B41/93300/22604";"Jurídicos, contenciosos. Patrimonio";12000
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"93300";"Patrimonio";"22699";"Otros gastos diversos.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"226";"Gastos diversos.";"B41/93300/22699";"Otros gastos diversos. Patrimonio";100
"B41";"AREA DE ADMINISTRACION GENERAL DE URBANISMO";"93300";"Patrimonio";"22706";"Estudios y trabajos técnicos.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"227";"Trabajos realizados por otras empresas y profesion";"B41/93300/22706";"Estudios y trabajos técnicos. Patrimonio";7100
"D50";"DIRECCIÓN GENERAL DE DESARROLLO ECONÓMICO";"16300";"Limpieza Viaria";"44902";"Empresa Mpal Serv. M. Ambiente Urbano Gijón S.A";"4";"TRANSFERENCIAS CORRIENTES.";"44";"A entes públicos y sociedades mercantiles de la En";"449";"Otras subvenciones a entes públicos y sociedades m";"D50/16300/44902";"Empresa Mpal Serv. M. Ambiente Urbano Gijón S.A Limpieza Viaria";8792600
"D50";"DIRECCIÓN GENERAL DE DESARROLLO ECONÓMICO";"17101";"Jardín Botánico Atlántico";"44909";"Jardín Botánico Atlántico S.A.";"4";"TRANSFERENCIAS CORRIENTES.";"44";"A entes públicos y sociedades mercantiles de la En";"449";"Otras subvenciones a entes públicos y sociedades m";"D50/17101/44909";"Jardín Botánico Atlántico S.A. Jardín Botánico Atlántico";1337043.21
